▶ 검색조건 [ 조회기간: 2019-01-01~2020-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
2676,젊은엄마5,2020-04-08,943000,0,943000,169,169,20,20,한국,한국,유한회사 영화사 반딧불,유한회사 영화사 반딧불,청소년관람불가,멜로/로맨스,정도수,
2676,주부남편의 발기찬 바깥생활,2020-07-31,935000,0,935000,169,169,20,20,한국,한국,(주)담화,(주)담화,청소년관람불가,성인물(에로),정미나,한석봉
2676,처제가 왜 거기서 나와?,2020-12-23,935000,0,935000,169,169,20,20,한국,한국,컨텐츠레드,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김종석,
2676,처제의 비밀,2020-01-29,933000,0,933000,169,169,20,20,한국,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,멜로/로맨스,최재후,조완진
2676,첫경험 3,2019-12-19,933000,0,933000,169,169,20,20,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
2676,초대녀 3,2020-12-10,940000,0,940000,169,169,20,20,한국,한국,모히또필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김종석,
2676,친구부부,2019-11-08,933000,0,933000,169,169,20,20,한국,한국,밀크픽처스,밀크픽처스,청소년관람불가,"코미디,드라마",,
2676,형수 길들이기,2020-10-07,935000,0,935000,169,169,20,20,한국,한국,컨텐츠레드,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정태준,
2720,MSFF2019 심야상영,,1680000,0,1680000,168,168,1,1,한국,한국,,,,공포(호러),,
2720,마탕기/ 마야/ M.I.A.,,1008000,0,1008000,168,168,1,1,미국,"미국,영국,기타",,,,다큐멘터리,,
2720,씨민과 나데르의 별거,2011-10-13,840000,0,91697400,168,12329,1,5,이란,이란,,(주)영화사 진진,12세이상관람가,드라마,아쉬가르 파라디,레일라 하타미
2720,크로싱 비욘드,,1006500,0,1006500,168,168,1,1,한국,한국,,,,다큐멘터리,이승준,
2720,평양에서의 약속,,1000800,0,1000800,168,168,1,1,기타,"기타,중국",,,,드라마,,
2725,딸의 친구 5,2020-04-23,883000,0,883000,167,167,20,20,한국,한국,모히또필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
2725,보통사람들,,806000,0,806000,167,167,1,3,미국,미국,,,,드라마,로버트 레드포드,"도날드 서덜랜드,매리 타일러 무어,주드 허쉬,티모시 허튼"
2725,블루,,1165000,0,2880000,167,472,1,2,영국,영국,,,,"드라마,다큐멘터리",데릭 저먼,"존 쿠엔틴,틸다 스윈튼"
2725,새아가,2020-04-23,883000,0,883000,167,167,20,20,한국,한국,모히또필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
2725,쉬리,1999-02-13,1002000,0,1002000,167,167,1,2,한국,한국,강제규필름,,15세 미만인 자는 관람할 수 없는 등급,"액션,드라마,멜로/로맨스,미스터리",강제규,"한석규,최민식,송강호,김윤진,윤주상,박용우,조덕현,김수로,손호균,황정민,김석주,박은숙,조승연,이필모,박동빈,지대한,송용태,유하복,정세형,남명렬,박지일"
2725,유산,,167000,0,167000,167,167,2,4,기타,"기타,아랍에미리트연합국정부,프랑스,스위스,독일",,,,다큐멘터리,,
2725,타임 패러독스,2015-01-07,988000,0,647601408,167,82503,1,15,호주,호주,,(유)조이앤시네마,15세이상관람가,"SF,스릴러","마이클 스피어리그,피터 스피어이그","에단 호크,노아 테일러,사라 스누크"
2725,한국단편경쟁 6 - 제21회 전주국제영화제,,1170500,0,1170500,167,167,1,4,한국,한국,,,,기타,,"허다희,천유진"
2725,해운대,2009-07-22,934000,0,81027925000,167,11324958,24,44,한국,한국,(주)제이케이필름,CJ ENM,12세이상관람가,"액션,드라마,어드벤처",윤제균,"설경구,하지원,박중훈,엄정화,이민기,강대규,김원영,김유빈,신정원,성유경,박재홍,황인준,나승현,김인호,근휘,김재경,장원준,임동우,김정곤,정종원,이지애,이태영,최재섭,장명갑,지대한,천보근,박영수,염동헌,주민하,강예원,손희순,변상윤"
2734,SIFF2019-경쟁단편5,,1162000,0,1162000,166,166,1,2,한국,한국,,,,기타,,
2734,당나귀 발타자르,,1081000,0,5517000,166,828,1,8,프랑스,"프랑스,스웨덴",,,,드라마,로베르 브레송,안느 비아젬스키
2734,모어 댄 블루,2018-12-12,1452000,0,218843600,166,27287,2,11,대만,대만,,오드,12세이상관람가,"멜로/로맨스,드라마",임효겸,"류이호,진의함"
2734,부메랑,1977-02-18,377000,0,377000,166,166,1,7,프랑스,프랑스,,,,"드라마,범죄,스릴러",호세 지오바니,"알랑 드롱,칼라 그라비나,도라 돌"
2734,아트나인 월례기획전 GET9 [단편영화 특별전],,1660000,0,1660000,166,166,1,3,한국,한국,,,,기타,,
2734,암살,2015-07-22,1338000,0,98468525781,166,12706829,1,2,한국,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,드라마",최동훈,"전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭,김태준,차지원,강영묵,정기섭,금새록,원현준,안민영,허지원,곽자형,허정도,유정호,정인겸,김서원,김준우"
2734,의적 로빈후드,1991-07-20,332000,0,332000,166,166,1,5,미국,미국,워너브러더스 코리아(주),,연소자관람불가,"액션,드라마,어드벤처",케빈 레이놀즈,"케빈 코스트너,모건 프리먼,크리스찬 슬레이터"
2734,화끈한 룸메이트,2019-05-16,858000,0,858000,166,166,20,20,한국,한국,무비진,주식회사 플릭스코,청소년관람불가,"멜로/로맨스,코미디",백석동,"진시아,도모세"
2734,회색 벨벳 위의 네 마리 파리,,1118000,0,1118000,166,166,1,11,이탈리아,"이탈리아,프랑스",,,,"미스터리,스릴러",다리오 아르젠토,
2743,사내정사: 은밀한 회의실,2020-04-24,821000,0,821000,165,165,20,20,한국,한국,두리컴,두리컴,청소년관람불가,드라마,이두희,
2743,사수,,1159000,0,2785200,165,436,1,3,한국,한국,,,12세이상관람가,다큐멘터리,"김설해,정종민,조영은",허윤제
2743,알라바마 이야기,,335000,0,9633000,165,4510,1,15,미국,미국,,,,드라마,로버트 멀리건,그레고리 펙
2743,피아니스트,2002-12-20,932000,0,36434450,165,6411,1,2,프랑스,프랑스,,"(주)블룸즈베리리소시스리미티드,(주)엠앤드엔엔터테인먼트","18세관람가,청소년관람불가",드라마,미카엘 하네케,"이자벨 위페르,브누와 마지멜"
2747,러빙 커플,,164000,0,164000,164,164,3,11,스웨덴,스웨덴,,,,"드라마,멜로/로맨스",마이 제털링,"해리엇 안데르손,군넬 린드블롬"
2747,탐정야화,,328000,0,1351000,164,673,1,15,미국,미국,파라마운트 픽쳐스,,,"드라마,범죄",윌리엄 와일러,
2749,SIFF2019-특별단편 2,,1140000,0,1140000,163,163,1,2,한국,한국,,,,기타,,
2749,동경 이야기,2014-08-16,1236000,0,11353400,163,1522,1,2,일본,일본,,"(주)엣나인필름,오드",전체관람가,드라마,오즈 야스지로,"치슈 류,히가시야마 치에코"
2749,레드 바이올린,1999-11-06,806000,0,806000,163,163,1,3,캐나다,"캐나다,이탈리아,영국","채널4필름,미카도 필름,뉴라인인터내셔널,Red Violin Productions Ltd.,롬버스 미디어,Sidecar Films & TV,텔레필름 캐나다",,18세 미만인 자는 관람할 수 없는 등급,"드라마,멜로/로맨스,미스터리",프랑소아 지라드,"사무엘 L. 잭슨,그레타 스카키,카를로 세키,장 뤽 비도,장애가,제이슨 플레밍,모니크 메르퀴어,리우 지팽,돈 맥켈러,콜므 포어"
2749,문호 스트레이독스 [데드 애플],2018-04-05,1508780,0,227062280,163,29740,6,25,일본,일본,,(주)애니플러스,12세이상관람가,"애니메이션,판타지,액션",이가라시 타쿠야,"우에무라 유우토,미야노 마모루,오노 켄쇼,타니야마 키쇼"
2749,세레나데,,326000,0,2944000,163,1462,1,12,미국,미국,워너 브러더스 픽쳐스,,,드라마,안소니 만,"마리오 란자,사라 몬티엘,조안 폰테인,마리오 란자,Leonora Amar"
2749,여심,,341000,0,5995000,163,2723,1,12,미국,미국,콜럼비아 픽쳐스 코포레이션,,,드라마,조지 시드니,"리타 헤이워드,프랭크 시내트라,킴 노박"
2749,좋은 여자,2020-05-28,1217000,0,1217000,163,163,5,41,한국,한국,(주)트리필름,(주)트리필름,청소년관람불가,드라마,전규환,"안민영,조은주,정의욱,권귀빈,김단우,김려운,김지훈,김진희,김충근,김태문,노승진,미이고,박건락,박지훈,서명찬,손경원,송채빈,양수호,은하수,최만성,이동희,이상윤,이설구,최희정,한성운,이현웅,조민상,임수형,전혜림,정수한,정미남,정의욱"
2749,죽은 시인의 사회,1990-05-19,876000,0,441541900,163,58818,1,7,미국,미국,터치스톤 픽처스,"(주)디스테이션,(주)드림팩트엔터테인먼트,브에나비스타픽쳐스","12세이상관람가,연소자관람가",드라마,피터 위어,"로빈 윌리엄스,에단 호크,로버트 숀 레오나드"
2749,쿠사마 야요이: 무한의 세계,2021-05-19,1630000,0,1630000,163,163,1,2,미국,미국,,오드,전체관람가,다큐멘터리,,쿠사마 야요이
2758,무림방주: 절대고수의 탄생,2020-01-10,669000,0,669000,162,162,18,44,중국,중국,,(유)조이앤시네마,15세이상관람가,"사극,액션",조지,황건
2758,법과 질서,,324000,0,5018000,162,2504,1,11,미국,미국,,,,서부극(웨스턴),나단 주런,"로날드 레이건,도로시 말론"
2758,세퍼레이트 테이블,,324000,0,9371000,162,4364,1,12,미국,미국,,,,드라마,델버트 만,"데보라 카,리타 헤이워드,데이비드 니븐"
2758,"처제는, 처제와, 처제의...",2019-05-30,850000,0,850000,162,162,20,20,한국,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,"설영,민도윤,아리"
2758,터칭 더 보이드,2020-09-24,1130640,0,1232640,162,179,8,63,영국,영국,,(주)피터팬픽쳐스,12세이상관람가,다큐멘터리,케빈 맥도널드,"브렌단 맥키,니콜라스 아론"
2758,퍼니게임,1997-11-15,825000,0,825000,162,162,1,8,오스트리아,오스트리아,웨가 필름,(주)영화사 안다미로,연소자관람불가,"공포(호러),드라마,스릴러",미카엘 하네케,"수잔느 로타르,울리쉬 뮤흐"
2764,가싶녀,2019-12-12,895000,0,895000,161,161,21,21,한국,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,스릴러",왕지방,"조완진,전천후"
2764,공포의 보수,,1088000,0,7342000,161,3196,1,3,프랑스,"프랑스,이탈리아",,,,"어드벤처,드라마,스릴러",앙리 조르주 클루조,"이브 몽땅,샤를 바넬,피터 반 에이크"
2764,릴리안,,967000,0,967000,161,161,1,2,오스트리아,오스트리아,,,,드라마,,
2764,보도드라이버: 떡마차,2019-05-17,848000,0,848000,161,161,20,20,한국,한국,두리컴,(주)노바이앤티,청소년관람불가,성인물(에로),이두희,
2768,2020 성균관대학교 영상학과 졸업영상제 프라이드스크린 섹션1: 자아,,960000,0,960000,160,160,1,1,기타,기타,,,,기타,,
2768,2020 성균관대학교 영상학과 졸업영상제 프라이드스크린 섹션3: 결핍,,960000,0,960000,160,160,1,1,한국,한국,,,,기타,,
2768,2020 성균관대학교 영상학과 졸업영상제 프라이드스크린 섹션6: 관계,,960000,0,960000,160,160,1,1,기타,기타,,,,기타,,
2768,CJ문화재단 글로벌 단편영화 상영회 섹션1,,1280000,0,1280000,160,160,1,1,기타,기타,,,,기타,,
2768,CJ문화재단 글로벌 단편영화 상영회 섹션2,,1280000,0,1280000,160,160,1,1,기타,기타,,,,기타,,
2768,UNI 2019 DMZ 단편,,800000,0,800000,160,160,1,2,한국,한국,,,,드라마,,
2768,UNI 2019 PIPFF 단편,,800000,0,800000,160,160,1,2,한국,한국,,,,드라마,,
2768,UNI 2019 통일부 제작지원 단편,,800000,0,800000,160,160,1,2,한국,한국,,,,드라마,,
2768,강철비,2017-12-14,1070000,0,35490646466,160,4452900,1,2,한국,한국,"(주)와이웍스엔터테인먼트,(주)브이에이스튜디오",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희,한창현,이양희,현봉식,손성찬,이지원,강덕중,최현종,권범택,천재홍,정종우"
2768,독전,2018-05-22,1280000,0,43486831113,160,5063844,1,1,한국,한국,"(주)용필름,보야저필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규"
2768,벅스 프렌즈,2018-06-06,1280000,0,284944600,160,37065,1,1,중국,중국,,(주)스톰픽쳐스코리아,전체관람가,애니메이션,딩 스,"김소희,윤세웅,석승훈,박상훈,장병관,서원석,권문정,김성화"
2768,삼등과장,,320000,0,3692000,160,1868,1,16,한국,한국,,,,"코미디,멜로/로맨스,드라마",이봉래,"김승호,도금봉,황정순,김희갑"
2768,새,,800000,0,800000,160,160,1,2,북한,북한,,,,드라마,,
2768,세일즈맨,2017-05-11,800000,0,85574800,160,11363,1,5,이란,"이란,프랑스",,찬란,15세이상관람가,드라마,아쉬가르 파라디,"샤하브 호세이니,타라네 앨리두스티"
2768,식모-아내의 친구,2019-10-17,888000,0,888000,160,160,20,20,한국,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,민도윤
2768,아내와 처제,2019-11-13,888000,0,888000,160,160,20,20,한국,한국,(주)나우콘텐츠,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마",노현진,
2768,아직 지나지 않은 여름,2019-11-01,510000,0,510000,160,160,1,117,한국,한국,,주식회사 씨엠닉스,12세이상관람가,드라마,윤형철,"이재웅,김진희,김홍경,김송영,임동현,강성현,김송영,김지태,김진경,박대건,최은을,이재웅,정지아,이주혜"
2768,오아시스,2002-08-14,1435000,0,3076000,160,365,1,6,한국,한국,"(주)이스트필름,CJ ENM",,18세관람가,드라마,이창동,"설경구,문소리,안내상,류승완,손병호,이병철,한진섭,홍선영,신종순,황현규,방혜원,변승욱,류정호,한지현,이모개,곽수정,유일한,이후연,임민희,박성희,이경훈,이준동,김영태,이인용,박길수,박명신,김도영,이양희"
2768,우리 집 이야기,,800000,0,800000,160,160,1,2,북한,북한,,,,드라마,,
2768,자매들:감금의 추억,2020-01-17,888000,0,888000,160,160,20,20,한국,한국,주식회사 플릭스코,주식회사 플릭스코,청소년관람불가,드라마,한동호,민도윤
2768,첫사랑,1998-02-21,1459000,0,1459000,160,160,2,9,홍콩,홍콩,,(주)엔케이컨텐츠,15세 미만인 자는 관람할 수 없는 등급,드라마,갈민휘,"금성무,막문위,이유유"
2768,탐엣더팜,2014-05-22,1293000,0,59471000,160,7605,1,5,캐나다,"캐나다,프랑스",,(주)엣나인필름,15세이상관람가,"드라마,스릴러",자비에 돌란,"자비에 돌란,피에르-이브 카르디날,리즈 로이"
2790,맥추,,1005000,0,5232000,159,845,1,10,일본,일본,,,,,오즈 야스지로,하라 세츠코
2790,뼈아픈 진실,,795000,0,2183700,159,315,1,1,미국,미국,,,,다큐멘터리,,
2792,8과 1/2,,1145000,0,1797000,158,290,1,2,이탈리아,이탈리아,,,,드라마,페데리코 펠리니,"마르첼로 마스트로얀니,클라우디아 카르디날레"
2792,FIWOM 2019 폐막식,,873400,0,873400,158,158,1,1,기타,기타,,,,기타,,
2792,걸프렌즈,,1118000,0,1118000,158,158,1,2,미국,미국,,,,기타,클로디아 웨일,
2792,농부의 딸,,326000,0,326000,158,158,1,6,미국,미국,,,,"멜로/로맨스,코미디,드라마",H.C. 포터,"로레타 영,조셉 코튼"
2792,런던 프라이드,2017-04-27,1160000,0,101802200,158,13288,1,3,영국,영국,,(주)영화사 진진,15세이상관람가,"코미디,드라마",매튜 워처스,"빌 나이,이멜다 스턴톤,도미닉 웨스트,패디 콘시딘,앤드류 스캇,조지 맥케이,조셉 길건"
2792,반다의 방,,1147000,0,1605000,158,252,1,2,포르투갈,"포르투갈,독일,스위스,이탈리아",,,,드라마,페드로 코스타,"반다 두아트,레나 두아트"
